ZAMAN,KAYNAK,ANA_0_DURUM,ANA_1_IRT,ANA_2_HIZ,ANA_3_SIC,ANA_4_NEM,ANA_5_EN,ANA_6_BOY,ANA_7_PITCH,ANA_8_ROLL,ANA_9_YAW,ANA_10_BASMS,ANA_11_BASBMP,ANA_12_BASTOP,ANA_13,ANA_14,ANA_15,ANA_16,ANA_17,ANA_18,ANA_19,ANA_20_IVMEX,ANA_21_IVMEY,ANA_22_IVMEZ,ANA_23,ANA_24,ANA_25,ANA_26,GOREV_0_DURUM,GOREV_1_EN,GOREV_2_BOY,GOREV_3_IVMEX,GOREV_4_IVMEY,GOREV_5_IVMEZ,GOREV_6_FILTREX,GOREV_7_FILTREY,GOREV_8_FILTREZ
"18:16:42.010","ANA","0","+0.4","+0.0","+30.2","+0.0","+40.7216","+29.9374","+9.2","+75.7","+34.9","102168","102289","102229","0","0","0","0","0","0","0","0","0","0","-1.04","-8.06","+5.38","71","","","","","","","","","",""
"18:16:43.023","ANA","0","+0.6","+0.0","+30.1","+0.0","+40.7216","+29.9374","+7.1","+81.1","+19.4","102167","102287","102227","0","0","0","0","0","0","0","0","0","0","+0.58","-6.88","+7.46","72","","","","","","","","","",""
"18:16:44.043","ANA","0","+0.7","+0.0","+30.2","+0.0","+40.7216","+29.9374","+13.0","+81.2","+15.0","102165","102287","102226","0","0","0","0","0","0","0","0","0","0","+0.57","-6.19","+7.92","73","","","","","","","","","",""
"18:16:45.057","ANA","0","+0.7","+0.0","+30.2","+0.0","+40.7216","+29.9374","+12.1","+74.9","+5.5","102166","102286","102226","0","0","0","0","0","0","0","0","0","0","+2.35","-5.46","+8.36","74","","","","","","","","","",""
"18:16:46.072","ANA","0","+0.7","+0.0","+30.2","+0.0","+40.7216","+29.9374","+8.6","+74.5","+7.4","102168","102288","102228","0","0","0","0","0","0","0","0","0","0","+2.24","-5.84","+7.23","75","","","","","","","","","",""
"18:16:48.110","ANA","0","+0.4","+0.0","+30.2","+0.0","+40.7216","+29.9374","+21.7","+53.9","+48.0","102173","102291","102232","0","0","0","0","0","0","0","0","0","0","-3.11","-8.05","+4.96","77","","","","","","","","","",""
"18:16:49.127","ANA","0","+0.2","+0.0","+30.1","+0.0","+40.7216","+29.9374","+21.9","+36.0","+40.7","102174","102296","102235","0","0","0","0","0","0","0","0","0","0","+1.90","-8.65","+4.92","78","","","","","","","","","",""
"18:16:50.144","ANA","0","+0.0","+0.0","+30.1","+0.0","+40.7216","+29.9374","+37.3","+52.6","+30.6","102177","102299","102238","0","0","0","0","0","0","0","0","0","0","+1.77","-6.90","+8.02","79","","","","","","","","","",""
"18:16:51.161","ANA","0","+0.0","+0.0","+30.1","+0.0","+40.7216","+29.9374","+18.7","+31.6","+31.6","102180","102302","102241","0","0","0","0","0","0","0","0","0","0","+4.28","-8.07","+3.36","80","","","","","","","","","",""
"18:16:52.178","ANA","0","+0.0","+0.0","+30.1","+0.0","+40.7216","+29.9374","+16.4","-11.4","+33.6","102181","102305","102243","0","0","0","0","0","0","0","0","0","0","+3.08","-9.97","-0.24","81","","","","","","","","","",""
"18:16:54.234","ANA","0","+0.0","+0.0","+30.0","+0.0","+40.7216","+29.9374","+28.9","-36.7","+23.6","102175","102301","102238","0","0","0","0","0","0","0","0","0","0","+4.23","-10.63","-0.63","83","","","","","","","","","",""
"18:16:55.206","ANA","0","+0.5","+0.0","+30.0","+0.0","+40.7216","+29.9374","-25.0","-0.0","+32.1","102161","102287","102224","0","0","0","0","0","0","0","0","0","0","+4.57","-6.53","-4.11","84","","","","","","","","","",""
