ZAMAN,KAYNAK,ANA_0_DURUM,ANA_1_IRT,ANA_2_HIZ,ANA_3_SIC,ANA_4_NEM,ANA_5_EN,ANA_6_BOY,ANA_7_PITCH,ANA_8_ROLL,ANA_9_YAW,ANA_10_BASMS,ANA_11_BASBMP,ANA_12_BASTOP,ANA_13,ANA_14,ANA_15,ANA_16,ANA_17,ANA_18,ANA_19,ANA_20_IVMEX,ANA_21_IVMEY,ANA_22_IVMEZ,ANA_23,ANA_24,ANA_25,ANA_26,GOREV_0_DURUM,GOREV_1_EN,GOREV_2_BOY,GOREV_3_IVMEX,GOREV_4_IVMEY,GOREV_5_IVMEZ,GOREV_6_FILTREX,GOREV_7_FILTREY,GOREV_8_FILTREZ
"12:38:09.255","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","40.743490","29.941390","1.05","0.05","9.85","1.00","0.02","9.81",""
"12:38:09.255","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","40.743500","29.941400","1.05","0.05","9.85","1.00","0.02","9.81",""
"12:38:09.255","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","40.743490","29.941390","1.05","0.05","9.85","1.00","0.02","9.81",""
"12:38:09.255","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","40.743490","29.941390","1.05","0.05","9.85","1.00","0.02","9.81",""
"12:38:09.255","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","40.743500","29.941400","1.05","0.05","9.85","1.00","0.02","9.81",""
"12:38:09.257","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","40.743300","29.941200","1.05","0.05","9.85","1.00","0.02","9.81",""
"12:38:09.900","ANA","0","0.00","0.00","24.04","54.80","40.743331","29.941282","87.98","0.24","1.20","1013.43","1013.70","1013.57","0","0","0","0","0","0","0","0.067","-0.045","1.000","0.053","-0.036","1.000","1","0","40.743300","29.941200","1.05","0.05","9.85","1.00","0.02","9.81",""
"12:38:10.256","GOREV","0","0.00","0.00","24.04","54.80","40.743331","29.941282","87.98","0.24","1.20","1013.43","1013.70","1013.57","0","0","0","0","0","0","0","0.067","-0.045","1.000","0.053","-0.036","1.000","1","0","40.753290","29.951190","1.05","0.05","9.85","1.00","0.02","9.81",""
"12:38:10.911","ANA","0","0.00","0.00","24.04","54.80","40.743331","29.941282","87.98","0.24","1.20","1013.43","1013.70","1013.57","0","0","0","0","0","0","0","0.067","-0.045","1.000","0.053","-0.036","1.000","2","0","40.753290","29.951190","1.05","0.05","9.85","1.00","0.02","9.81",""
"12:38:11.259","GOREV","0","0.00","0.00","24.04","54.80","40.743331","29.941282","87.98","0.24","1.20","1013.43","1013.70","1013.57","0","0","0","0","0","0","0","0.067","-0.045","1.000","0.053","-0.036","1.000","2","0","40.753290","29.951190","1.05","0.05","9.85","1.00","0.02","9.81",""
"12:38:11.925","ANA","0","0.00","0.00","24.04","54.80","40.743331","29.941282","87.98","0.24","1.20","1013.43","1013.70","1013.57","0","0","0","0","0","0","0","0.067","-0.045","1.000","0.053","-0.036","1.000","3","0","40.753290","29.951190","1.05","0.05","9.85","1.00","0.02","9.81",""
"12:38:12.259","GOREV","0","0.00","0.00","24.04","54.80","40.743331","29.941282","87.98","0.24","1.20","1013.43","1013.70","1013.57","0","0","0","0","0","0","0","0.067","-0.045","1.000","0.053","-0.036","1.000","3","0","40.743300","29.941200","1.05","0.05","9.85","1.00","0.02","9.81",""
"12:38:12.938","ANA","0","0.00","0.00","24.04","54.80","40.743331","29.941282","87.98","0.24","1.20","1013.43","1013.70","1013.57","0","0","0","0","0","0","0","0.067","-0.045","1.000","0.053","-0.036","1.000","4","0","40.743300","29.941200","1.05","0.05","9.85","1.00","0.02","9.81",""
"12:38:13.262","GOREV","0","0.00","0.00","24.04","54.80","40.743331","29.941282","87.98","0.24","1.20","1013.43","1013.70","1013.57","0","0","0","0","0","0","0","0.067","-0.045","1.000","0.053","-0.036","1.000","4","0","40.743300","29.941200","1.05","0.05","9.85","1.00","0.02","9.81",""
"12:38:13.950","ANA","0","0.00","0.00","24.04","54.80","40.743331","29.941282","87.98","0.24","1.20","1013.43","1013.70","1013.57","0","0","0","0","0","0","0","0.067","-0.045","1.000","0.053","-0.036","1.000","5","0","40.743300","29.941200","1.05","0.05","9.85","1.00","0.02","9.81",""
"12:38:14.261","GOREV","0","0.00","0.00","24.04","54.80","40.743331","29.941282","87.98","0.24","1.20","1013.43","1013.70","1013.57","0","0","0","0","0","0","0","0.067","-0.045","1.000","0.053","-0.036","1.000","5","0","40.743310","29.941210","1.05","0.05","9.85","1.00","0.02","9.81",""
"12:38:14.964","ANA","1","15.50","120.50","24.04","54.80","40.743343","29.941282","87.98","0.24","1.20","1013.43","1013.70","1013.57","0","0","0","0","0","0","0","0.067","-0.045","1.000","0.053","-0.036","1.000","6","0","40.743310","29.941210","1.05","0.05","9.85","1.00","0.02","9.81",""
"12:38:15.265","GOREV","1","15.50","120.50","24.04","54.80","40.743343","29.941282","87.98","0.24","1.20","1013.43","1013.70","1013.57","0","0","0","0","0","0","0","0.067","-0.045","1.000","0.053","-0.036","1.000","6","1","40.743310","29.941210","1.05","0.05","9.85","1.00","0.02","9.81",""
"12:38:15.978","ANA","1","31.00","120.50","24.04","54.80","40.743354","29.941282","87.98","0.24","1.20","1013.43","1013.70","1013.57","0","0","0","0","0","0","0","0.067","-0.045","1.000","0.053","-0.036","1.000","7","1","40.743310","29.941210","1.05","0.05","9.85","1.00","0.02","9.81",""
"12:38:16.265","GOREV","1","31.00","120.50","24.04","54.80","40.743354","29.941282","87.98","0.24","1.20","1013.43","1013.70","1013.57","0","0","0","0","0","0","0","0.067","-0.045","1.000","0.053","-0.036","1.000","7","1","40.743320","29.941220","1.05","0.05","9.85","1.00","0.02","9.81",""
"12:38:16.991","ANA","1","46.50","120.50","24.04","54.80","40.743366","29.941282","87.98","0.24","1.20","1013.43","1013.70","1013.57","0","0","0","0","0","0","0","0.067","-0.045","1.000","0.053","-0.036","1.000","8","1","40.743320","29.941220","1.05","0.05","9.85","1.00","0.02","9.81",""
"12:38:17.268","GOREV","1","46.50","120.50","24.04","54.80","40.743366","29.941282","87.98","0.24","1.20","1013.43","1013.70","1013.57","0","0","0","0","0","0","0","0.067","-0.045","1.000","0.053","-0.036","1.000","8","1","40.743320","29.941220","1.05","0.05","9.85","1.00","0.02","9.81",""
"12:38:18.005","ANA","1","62.00","120.50","24.04","54.80","40.743377","29.941282","87.98","0.24","1.20","1013.43","1013.70","1013.57","0","0","0","0","0","0","0","0.067","-0.045","1.000","0.053","-0.036","1.000","9","1","40.743320","29.941220","1.05","0.05","9.85","1.00","0.02","9.81",""
"12:38:18.267","GOREV","1","62.00","120.50","24.04","54.80","40.743377","29.941282","87.98","0.24","1.20","1013.43","1013.70","1013.57","0","0","0","0","0","0","0","0.067","-0.045","1.000","0.053","-0.036","1.000","9","1","40.743330","29.941230","1.05","0.05","9.85","1.00","0.02","9.81",""
"12:38:19.018","ANA","1","77.50","120.50","24.04","54.80","40.743389","29.941282","87.98","0.24","1.20","1013.43","1013.70","1013.57","0","0","0","0","0","0","0","0.067","-0.045","1.000","0.053","-0.036","1.000","10","1","40.743330","29.941230","1.05","0.05","9.85","1.00","0.02","9.81",""
