ZAMAN,KAYNAK,ANA_0_DURUM,ANA_1_IRT,ANA_2_HIZ,ANA_3_SIC,ANA_4_NEM,ANA_5_EN,ANA_6_BOY,ANA_7_PITCH,ANA_8_ROLL,ANA_9_YAW,ANA_10_BASMS,ANA_11_BASBMP,ANA_12_BASTOP,ANA_13,ANA_14,ANA_15,ANA_16,ANA_17,ANA_18,ANA_19,ANA_20_IVMEX,ANA_21_IVMEY,ANA_22_IVMEZ,ANA_23,ANA_24,ANA_25,ANA_26,GOREV_0_DURUM,GOREV_1_EN,GOREV_2_BOY,GOREV_3_IVMEX,GOREV_4_IVMEY,GOREV_5_IVMEZ,GOREV_6_FILTREX,GOREV_7_FILTREY,GOREV_8_FILTREZ
"06:14:30.682","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.34","5.40","-0.48","-18.40","1.37","-8.37","0.000000","0.000000","",""
"06:14:30.683","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.33","5.41","-0.48","-18.22","1.45","-8.37","0.000000","0.000000","",""
"06:14:30.796","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.34","5.44","-0.48","-18.49","1.40","-8.38","0.000000","0.000000","",""
"06:14:30.960","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.34","5.43","-0.48","-18.31","1.40","-8.38","0.000000","0.000000","",""
"06:14:31.133","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.36","5.44","-0.48","-18.35","1.53","-8.38","0.000000","0.000000","",""
"06:14:31.313","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.35","5.44","-0.48","-18.37","1.16","-8.38","0.000000","0.000000","",""
"06:14:31.465","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.35","5.43","-0.48","-18.18","1.40","-8.38","0.000000","0.000000","",""
"06:14:31.632","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.34","5.44","-0.48","-18.37","1.43","-8.39","0.000000","0.000000","",""
"06:14:31.798","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.34","5.43","-0.48","-18.34","1.32","-8.39","0.000000","0.000000","",""
"06:14:31.967","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.33","5.42","-0.48","-18.32","1.51","-8.39","0.000000","0.000000","",""
"06:14:32.131","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.34","5.44","-0.48","-18.48","1.38","-8.39","0.000000","0.000000","",""
"06:14:32.305","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.33","5.44","-0.48","-18.39","1.47","-8.39","0.000000","0.000000","",""
"06:14:32.470","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.33","5.42","-0.48","-18.46","1.24","-8.39","0.000000","0.000000","",""
"06:14:32.641","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.35","5.44","-0.48","-18.42","1.39","-8.39","0.000000","0.000000","",""
"06:14:32.804","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.31","5.43","-0.47","-18.21","1.50","-8.40","0.000000","0.000000","",""
"06:14:32.976","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.32","5.44","-0.47","-18.45","1.57","-8.40","0.000000","0.000000","",""
"06:14:33.142","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.34","5.43","-0.47","-18.13","1.33","-8.40","0.000000","0.000000","",""
"06:14:33.314","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.31","5.43","-0.46","-18.57","1.67","-8.40","0.000000","0.000000","",""
"06:14:33.475","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.28","5.44","-0.46","-17.73","1.35","-8.40","0.000000","0.000000","",""
"06:14:33.642","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.32","5.46","-0.46","-18.24","1.55","-8.41","0.000000","0.000000","",""
"06:14:33.811","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.36","5.44","-0.46","-18.25","1.36","-8.41","0.000000","0.000000","",""
"06:14:33.980","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.30","5.46","-0.46","-17.70","1.41","-8.41","0.000000","0.000000","",""
"06:14:34.151","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.33","5.44","-0.46","-18.44","0.78","-8.41","0.000000","0.000000","",""
"06:14:34.314","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.31","5.48","-0.45","-18.70","1.09","-8.41","0.000000","0.000000","",""
"06:14:34.483","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.35","5.44","-0.42","-18.07","1.28","-8.38","0.000000","0.000000","",""
"06:14:34.649","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.35","5.44","-0.41","-18.18","1.62","-8.37","0.000000","0.000000","",""
"06:14:34.817","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.32","5.47","-0.42","-18.48","1.53","-8.38","0.000000","0.000000","",""
"06:14:34.987","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.42","5.42","-0.42","-16.67","1.53","-8.38","0.000000","0.000000","",""
"06:14:35.158","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.43","5.56","-0.42","-19.50","1.49","-8.39","0.000000","0.000000","",""
"06:14:35.359","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.31","5.58","-0.43","-18.02","2.07","-8.41","0.000000","0.000000","",""
"06:14:35.492","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.30","5.52","-0.43","-18.31","1.63","-8.41","0.000000","0.000000","",""
"06:14:35.664","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.34","5.56","-0.43","-17.92","2.05","-8.41","0.000000","0.000000","",""
"06:14:35.827","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.31","5.49","-0.42","-18.04","1.56","-8.41","0.000000","0.000000","",""
"06:14:36.004","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.30","5.47","-0.42","-17.85","1.75","-8.41","0.000000","0.000000","",""
"06:14:36.194","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.31","5.49","-0.43","-18.19","1.52","-8.41","0.000000","0.000000","",""
"06:14:36.330","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.30","5.46","-0.43","-18.13","1.43","-8.41","0.000000","0.000000","",""
"06:14:36.494","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.29","5.47","-0.43","-18.30","1.47","-8.42","0.000000","0.000000","",""
"06:14:36.668","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.30","5.47","-0.43","-18.16","1.45","-8.42","0.000000","0.000000","",""
"06:14:36.833","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.32","5.48","-0.42","-18.32","1.38","-8.41","0.000000","0.000000","",""
"06:14:37.056","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.33","5.47","-0.42","-18.24","1.54","-8.42","0.000000","0.000000","",""
"06:14:37.167","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.33","5.48","-0.42","-18.36","1.54","-8.42","0.000000","0.000000","",""
"06:14:37.340","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.33","5.48","-0.42","-18.32","1.36","-8.42","0.000000","0.000000","",""
"06:14:37.525","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.34","5.48","-0.42","-18.38","1.35","-8.42","0.000000","0.000000","",""
"06:14:37.675","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.35","5.48","-0.43","-18.29","1.33","-8.42","0.000000","0.000000","",""
"06:14:37.851","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.33","5.45","-0.43","-18.33","1.33","-8.42","0.000000","0.000000","",""
"06:14:38.019","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.33","5.46","-0.43","-18.28","1.33","-8.43","0.000000","0.000000","",""
